;beta;rdl;XH;YH;NH;XPl;XPr;YPl;YPr;delta;n;u
229;4.0;0.7632728972439955;-54.90519318059118;-130.79676890961196;-208.45056988559784;8.180467830038896;7.934104268578455;-3.830810018078197;-2.911412518339028;0;14.8;1.458
124;6.0;0.0;-7.722201744186045;33.58231976744186;43.12206313953489;12.420872093023256;11.191221511627909;1.178330558139535;2.453465813953488;0;14.8;1.458
126;8.0;0.0;-8.666040697674418;46.7901511627907;56.84223906976744;12.579843023255815;11.351736046511625;1.7826882790697673;3.188959593023256;0;14.8;1.458
239;10.0;-0.782927201585281;47.64121758609251;259.3073229021766;365.2897582519323;9.689269704961479;9.475401408814761;20.48595295509673;20.442002774244237;0;14.8;1.458
209;10.0;-0.5571077421179895;35.38039397954392;211.62856985718142;260.6939185747512;11.614079663993229;10.537564979762113;7.125940059511558;8.213225019591366;0;14.8;1.458
194;10.0;-0.39812876562822164;24.09196879446077;161.15608477558987;177.6255011423155;13.273088141746642;11.423000751491344;7.8193759190529555;9.292966353551412;0;14.8;1.458
163;10.0;-0.19991806099197046;6.415957475751528;109.60125834619663;112.63719825105981;11.158700965527402;10.093772648622021;6.539893000556729;5.188882676418657;0;14.8;1.458
128;10.0;0.0;-9.496692728266813;56.878381629305636;70.88272979770366;12.722219792236196;11.798200656096228;1.9550492673592126;3.8423449972662658;0;14.8;1.458
163;10.0;0.19991806099197046;-29.417112382728277;17.3685018398499;39.52584644475415;11.158700965527402;10.093772648622021;4.789045755257225;2.148195858465064;0;14.8;1.458
194;10.0;0.39812876562822164;-45.130899587243704;-17.99333120533292;-19.635749881954638;13.273088141746642;11.423000751491344;5.385619347178364;6.165650966405405;0;14.8;1.458
209;10.0;0.5571077421179895;-61.849885393685334;-58.09227840263597;-94.54057933475121;11.614079663993229;10.537564979762113;2.3454141425086443;3.292909778388431;0;14.8;1.458
239;10.0;0.782927201585281;-79.26865243492972;-80.15220480915337;-175.83027447332768;9.689269704961479;9.475401408814761;0.23607647513582464;0.36077957459297316;0;14.8;1.458
130;14.0;0.0;-12.019672498633133;82.3485729907053;95.31084898851832;13.170891197375614;12.283408966648441;2.691350574084199;5.505761071623838;0;14.8;1.458
235;20.0;-0.8082929439352896;109.78403932925636;400.07346128733474;569.5651329215959;16.99633609067535;12.579646796521402;20.93545304509115;26.352844880960134;0;14.8;1.458
211;20.0;-0.5422602018387765;79.87011069549047;329.18333306003694;415.5275199111608;16.48269110824155;13.163482283121487;13.131834073433097;18.499219045683596;0;14.8;1.458
196;20.0;-0.3991756356172363;44.39454297655922;245.23844086852512;285.11732191541233;16.07365058500064;14.149827974217468;10.646398097770524;15.219597413143974;0;14.8;1.458
165;20.0;-0.19843861634409757;15.359926954018869;182.5640259159966;215.32729106525645;15.021407617673884;13.556156735268885;9.369079188908525;10.503560721953743;0;14.8;1.458
132;20.0;0.0;-13.524712411153637;110.57913067249862;139.99963663203937;15.18250410060142;13.306473482777475;3.3726233788955713;8.068963367960635;0;14.8;1.458
165;20.0;0.19843861634409757;-42.61958043076306;83.97366013051501;145.3997226556738;15.021407617673884;13.556156735268885;7.554205880858916;7.07829530130207;0;14.8;1.458
196;20.0;0.3991756356172363;-71.64528887049032;57.55316872141475;85.14726310350511;16.07365058500064;14.149827974217468;8.928940983398297;9.795665720538894;0;14.8;1.458
211;20.0;0.5422602018387765;-115.91756928134905;57.151948091478175;37.88591915550586;16.48269110824155;13.163482283121487;7.942110360910338;9.535126853306304;0;14.8;1.458
235;20.0;0.8082929439352896;-153.89957700367495;65.91426960801408;-37.41431492647956;16.99633609067535;12.579646796521402;9.269939943280942;10.597894607411957;0;14.8;1.458
