beta;rdl;XH;YH;NH;XPl;XPr;YPl;YPr;delta;n;u;vm
4.0;-0.3976112086119067;-0.017656681917961933;0.17508068553653222;0.030259113637709282;0.0147933457857669;0.014532702138225393;0.009708427654375866;0.00925340063896882;0;14.8;1.458;-0.0697564737441253
4.0;-0.1974153444980146;-0.024743128383757;0.120466244845527;0.010501841625670172;0.01603708028478421;0.015232456992491697;0.009251112835280512;0.009486447611651865;0;14.8;1.458;-0.0697564737441253
4.0;0.0;-0.033145466874463576;0.03555008247465204;0.006212554955950092;0.0156460913532195;0.0146234097073737;0.0022503696358754178;0.0033926900719333792;0;14.8;1.458;-0.0697564737441253
4.0;0.1974153444980146;-0.0452336448846897;-0.0041001396787443585;-0.011825158324913754;0.01603708028478421;0.015232456992491697;0.006453673992970593;0.007354890780345935;0;14.8;1.458;-0.0697564737441253
4.0;0.3976112086119067;-0.052986517880398334;-0.07329271193479346;-0.02692717526189354;0.0147933457857669;0.014532702138225393;0.0022762921852566157;0.0033147362112215546;0;14.8;1.458;-0.0697564737441253
4.0;0.5588781616149032;-0.06186892413975066;-0.1350065690563265;-0.04868950715812073;0.013366066907338157;0.01304130364661862;0.0005430552397843342;0.001247627864685263;0;14.8;1.458;-0.0697564737441253
4.0;0.7632728972439955;-0.08398941903672535;-0.1689889263804035;-0.06760569384045728;0.010945319492399179;0.010676112701279198;-0.0033082360915575575;-0.002185055611862201;0;14.8;1.458;-0.0697564737441253
6.0;0.0;-0.03468338824118672;0.05305247437345212;0.009533162088358041;0.016125602553373548;0.014655164752769614;0.0028111724524659313;0.0043689393908227245;0;14.8;1.458;-0.10452846326765347
8.0;0.0;-0.03619159958772156;0.07192948634798833;0.013043474420618125;0.016319809135104387;0.01485125707664467;0.0035494850920963247;0.0052674541853733855;0;14.8;1.458;-0.13917310096006544
10.0;-0.782927201585281;0.037895443869182546;0.40512674073379484;0.08670875265888578;0.012788544880897158;0.012559035878484724;0.026398298360186406;0.026344606692298902;0;14.8;1.458;-0.17364817766693033
10.0;-0.5571077421179895;0.019596409801465296;0.29451872270157325;0.07378462909672139;0.015139985877550952;0.013856626299896604;0.010077060052428791;0.011405339978548278;0;14.8;1.458;-0.17364817766693033
10.0;-0.3981287656282216;0.0029772645228764993;0.23648747576818968;0.043634940517613935;0.017166710921278364;0.014938317489085619;0.010924194857101012;0.012724404245927948;0;14.8;1.458;-0.17364817766693033
10.0;-0.1999180609919704;-0.014788339089406561;0.1624894221239393;0.026141059379712638;0.01458367322156592;0.013314468110956065;0.009361116603607495;0.007710657009830842;0;14.8;1.458;-0.17364817766693033
10.0;0.0;-0.037860979291139844;0.08594344959276795;0.017126578680631444;0.016493743486379244;0.015396679850257278;0.0037600496167579933;0.006065661415621243;0;14.8;1.458;-0.17364817766693033
10.0;0.1999180609919704;-0.0585637513610546;0.04000869361731475;0.005322148748616935;0.01458367322156592;0.013314468110956065;0.007222196876931399;0.003996006839734277;0;14.8;1.458;-0.17364817766693033
10.0;0.3981287656282216;-0.08158874151576156;0.006250474306009109;-0.019166558832780376;0.017166710921278364;0.014938317489085619;0.007951000047853292;0.008903924423337806;0;14.8;1.458;-0.17364817766693033
10.0;0.5571077421179895;-0.09918480491612847;-0.054835772129195784;-0.03959270262044593;0.015139985877550952;0.013856626299896604;0.0042369382398518615;0.005394444762458925;0;14.8;1.458;-0.17364817766693033
10.0;0.782927201585281;-0.11714379512018389;-0.09210140520817586;-0.06299789193346636;0.012788544880897158;0.012559035878484724;0.001660069264515933;0.001812412605788357;0;14.8;1.458;-0.17364817766693033
14.0;0.0;-0.04198136759416479;0.12196951621826517;0.02336376455983337;0.017041862188238936;0.015989433803963716;0.004659550926172372;0.008097770992664842;0;14.8;1.458;-0.24192189559966773
20.0;-0.8082929439352896;0.10223786659018999;0.5901083883005573;0.15120194805746268;0.021715210801350786;0.016351332273292836;0.026947429423568963;0.03356557746360088;0;14.8;1.458;-0.3420201433256687
20.0;-0.5422602018387765;0.06561553290778926;0.4714667665736594;0.11234450977701368;0.021087717233088117;0.01706457395829708;0.017414150833586668;0.023971208068952494;0;14.8;1.458;-0.3420201433256687
20.0;-0.3991756356172363;0.021635072373292236;0.3571188108809752;0.07270590849749814;0.02058801353448234;0.018269541588495034;0.014377821963659622;0.01996466356616653;0;14.8;1.458;-0.3420201433256687
20.0;-0.1984386163440975;-0.012005256795208658;0.26828874227182875;0.05411028758659166;0.019302542602558533;0.017544284072423068;0.012817387369061987;0.014203324912782464;0;14.8;1.458;-0.3420201433256687
20.0;0.0;-0.047193648193463084;0.16309637475672517;0.035805062427545754;0.01949934586232715;0.01723925892782048;0.005491826754558376;0.01122910296340932;0;14.8;1.458;-0.3420201433256687
20.0;0.1984386163440975;-0.08283582892033908;0.13712328833610515;0.034789505246357;0.019302542602558533;0.017544284072423068;0.010600250305604936;0.010018854910043822;0;14.8;1.458;-0.3420201433256687
20.0;0.3991756356172363;-0.12012480192994754;0.11322025360519028;0.010395548826364065;0.02058801353448234;0.018269541588495034;0.012279693236831393;0.013338526120651052;0;14.8;1.458;-0.3420201433256687
20.0;0.5422602018387765;-0.17356817204813452;0.11017765945093086;-0.0047274034389506794;0.021087717233088117;0.01706457395829708;0.011074133190976864;0.013020239231725853;0;14.8;1.458;-0.3420201433256687
20.0;0.8082929439352896;-0.21989080002533712;0.12577392170857055;-0.03276253376010974;0.021715210801350786;0.016351332273292836;0.012696274068784126;0.01431856775252321;0;14.8;1.458;-0.3420201433256687
-20.0;-0.7927647654257091;-0.20660467923305273;0.007630289883476703;0.026930915992807204;0.019666278762786732;0.024082340569330278;-0.0019184640458594234;-0.0014087427900378688;0;15.8;1.458;0.3420201433256687
-20.0;-0.5752069437964643;-0.18333329912951596;-0.05085390277110611;-0.009717042646322744;0.023538368916139;0.02697580744097596;-0.005401796613238901;-0.004221584615431779;0;15.8;1.458;0.3420201433256687
-20.0;-0.3979705230478157;-0.13192589269087568;-0.06714650709391312;-0.019614011341559857;0.024422074935273267;0.026368729317954122;-0.006875793225608557;-0.006257473084482122;0;15.8;1.458;0.3420201433256687
-20.0;0.0;-0.059258806069595306;-0.16818985799731062;-0.04464094488249447;0.0250061131449812;0.027388052588430082;-0.011173943840613584;-0.005212641454935656;0;15.8;1.458;0.3420201433256687
-20.0;0.3979705230478157;0.006911860424774811;-0.33672472346437404;-0.08794321789038434;0.024422074935273267;0.026368729317954122;-0.014612070685323362;-0.007623481441796133;0;15.8;1.458;0.3420201433256687
-20.0;0.5752069437964643;0.044915820211500916;-0.46340112036558656;-0.12990682345352952;0.023538368916139;0.02697580744097596;-0.019654400010598174;-0.009923042640496631;0;15.8;1.458;0.3420201433256687
-20.0;0.7927647654257091;0.08463456536923236;-0.5176243587590493;-0.15346119809077755;0.019666278762786732;0.024082340569330278;-0.01878913991277999;-0.013139460253424958;0;15.8;1.458;0.3420201433256687
-14.0;0.0;-0.048849100212745196;-0.1172070114926955;-0.027631260854152052;0.02248390566884579;0.023839837196074375;-0.007089770913298657;-0.0032534406311106566;0;15.8;1.458;0.24192189559966773
-10.0;-0.7744931227865601;-0.11335712482365667;0.12716155219558842;0.05355087984230974;0.01744576838510566;0.016707586429622376;0.004996039938671776;0.005949214886437761;0;15.8;1.458;0.17364817766693033
-10.0;-0.5723162349295281;-0.10610617199077016;0.0799313484910598;0.029705255278269768;0.018742217085167823;0.019315496657088916;0.0012415317573017451;0.001854972396126121;0;15.8;1.458;0.17364817766693033
-10.0;-0.3968709554749755;-0.08378016990630915;0.021360171879844386;0.0093530288302049;0.020352414127814335;0.022225004086328087;-0.0025749263948367895;-0.0019676455860333612;0;15.8;1.458;0.17364817766693033
-10.0;0.0;-0.04264680459497593;-0.07674930450194811;-0.019685924354892647;0.020767420958233074;0.02228945122369122;-0.004615450532122083;-0.0018421401399625692;0;15.8;1.458;0.17364817766693033
-10.0;0.3968709554749755;0.0025495234103647332;-0.2097131307867802;-0.058480979031197866;0.020352414127814335;0.022225004086328087;-0.004959997875038364;-0.0026216883492075115;0;15.8;1.458;0.17364817766693033
-10.0;0.5723162349295281;0.01960682208336771;-0.27548134126573914;-0.08752873741309562;0.018742217085167823;0.019315496657088916;-0.005181915020748818;-0.0029403414947654985;0;15.8;1.458;0.17364817766693033
-10.0;0.7744931227865601;0.03403860020415921;-0.3451480806992025;-0.10933047726994401;0.01744576838510566;0.016707586429622376;-0.010940286411398863;-0.00840892854220078;0;15.8;1.458;0.17364817766693033
-8.0;0.0;-0.039107060930967434;-0.06667314494042614;-0.014702147685402428;0.01988485153071489;0.02186925743440818;-0.004640085780189268;-0.0019781992418889563;0;15.8;1.458;0.13917310096006544
-6.0;0.0;-0.03702333191115079;-0.0497356871376214;-0.01070664333342665;0.0195816774614803;0.021527493781396394;-0.004306835401678537;-0.00183484841777529;0;15.8;1.458;0.10452846326765347
-4.0;-0.7767617174963136;-0.06623325551458366;0.2261880462232112;0.05683645467700368;0.014952243186393148;0.014034578130427957;0.012867732851759456;0.013665343338879005;0;15.8;1.458;0.0697564737441253
-4.0;-0.5677428172210394;-0.06312574463620048;0.16351235109186513;0.036547952625816144;0.017358352434996244;0.016480192920511737;0.006073486751868462;0.006865961000491549;0;15.8;1.458;0.0697564737441253
-4.0;-0.3967471156371528;-0.053536155137899694;0.09344860947174144;0.01833997851441485;0.01937966967727951;0.018902244457732663;0.0016113487206268825;0.002358322151441303;0;15.8;1.458;0.0697564737441253
-4.0;-0.1976143064444601;-0.042738112345372004;0.031965896068292136;-0.0011502411219775162;0.016507368439413944;0.01732065605922098;0.002969145227846431;-0.0002524955948886184;0;15.8;1.458;0.0697564737441253
-4.0;0.0;-0.034156038010734587;-0.03883079837748654;-0.004582990968147064;0.019092391538983986;0.02017241624102378;-0.004947473970921503;-0.002626274272284118;0;15.8;1.458;0.0697564737441253
-4.0;0.1976143064444601;-0.023734183476553154;-0.0934605448659534;-0.023791733297775054;0.016507368439413944;0.01732065605922098;0.0002718503196138055;-0.0032819186886067016;0;15.8;1.458;0.0697564737441253
-4.0;0.3967471156371528;-0.016957136667452043;-0.14744767082788585;-0.04326882974641009;0.01937966967727951;0.018902244457732663;-0.0018965503906839649;-0.0013283607135584393;0;15.8;1.458;0.0697564737441253
-4.0;0.5677428172210394;-0.011927571394489966;-0.20552169186459268;-0.06950348185635358;0.017358352434996244;0.016480192920511737;-0.0016886732196191494;-0.0009130153778885675;0;15.8;1.458;0.0697564737441253
-4.0;0.7767617174963136;-0.004803487536373729;-0.2785168865717527;-0.08802460646940091;0.014952243186393148;0.014034578130427957;-0.008627558071196795;-0.007235936366074542;0;15.8;1.458;0.0697564737441253
-2.0;0.0;-0.03281779017556598;-0.023924185080786062;-0.0005292371645981425;0.019270912021297174;0.019082355735708517;-0.00420842446381546;-0.0023543570798589294;0;15.8;1.458;0.03489949670250097
0.01;-0.7740093756533525;-0.02888925318680846;0.2739886099691377;0.06177551480796667;0.014807159920959023;0.014298877009156543;0.01615266681345745;0.01661566692872362;0;15.8;1.458;-0.0001745329243133368
0.01;-0.565884779160698;-0.03281864586802451;0.1992737925502867;0.046244577492706766;0.017447855325398883;0.016789204690966196;0.007327282217126665;0.007605996144324327;0;15.8;1.458;-0.0001745329243133368
0.01;-0.3968158986832724;-0.03263981854012069;0.1408453651741237;0.021712845421641046;0.01912407744591953;0.01871978345514921;0.007109126032685136;0.006979160712343323;0;15.8;1.458;-0.0001745329243133368
0.01;-0.196741991532432;-0.03302773869418026;0.08954082325631507;0.0014106737238421437;0.01996396000564994;0.019307920048047062;0.00836313000653253;0.008004640522007568;0;15.8;1.458;-0.0001745329243133368
0.01;0.0;-0.031541203089068826;-0.008080849477522077;0.002988063757940554;0.01898678832516608;0.01904365179637762;-0.0026688936977640526;-0.0012194671983640237;0;15.8;1.458;-0.0001745329243133368
0.01;0.196741991532432;-0.03471335605998327;-0.05178090520531702;-0.016728757991762953;0.01996396000564994;0.019307920048047062;0.002306277278397565;0.0021596889051631036;0;15.8;1.458;-0.0001745329243133368
0.01;0.3968158986832724;-0.03643571517718837;-0.11594607706690425;-0.03268103821599859;0.01912407744591953;0.01871978345514921;-0.0009944394476793645;-0.00028168461318102867;0;15.8;1.458;-0.0001745329243133368
0.01;0.565884779160698;-0.037998170676677115;-0.17032265694334367;-0.058556591176488704;0.017447855325398883;0.016789204690966196;-0.0005927456583541454;-3.96027538913398e-05;0;15.8;1.458;-0.0001745329243133368
0.01;0.7740093756533525;-0.0386286367153002;-0.24348401586913232;-0.0788733770406757;0.014807159920959023;0.014298877009156543;-0.007918690678020887;-0.0068109996246109835;0;15.8;1.458;-0.0001745329243133368
2.0;0.0;-0.032144132859150604;0.014051299212133666;0.003938531956083371;0.01904136453704598;0.01921949827108942;0.0001396887616360438;0.0016417901462887593;0;15.8;1.458;-0.03489949670250097
4.0;-0.7541766940784932;0.006792314238573086;0.33307338208105325;0.07693485950935597;0.015539873023713178;0.015029592609732146;0.01936447011686212;0.020653835008312478;0;15.8;1.458;-0.0697564737441253
4.0;-0.5591805217137277;-0.008633258447594157;0.23234283560430627;0.05659962241055125;0.017673360333891826;0.01715785057359473;0.008938965198582723;0.009667827126652439;0;15.8;1.458;-0.0697564737441253
4.0;-0.3979451823875918;-0.01762107945828995;0.17496516222667696;0.0293288583570605;0.019151313422459796;0.01883904074216344;0.00968433111991842;0.009779767706110745;0;15.8;1.458;-0.0697564737441253
4.0;-0.1849499250830106;-0.023590105588147017;0.12021343056216163;0.009623704559258959;0.0205381887869001;0.019683932542786935;0.008795693603731534;0.010620893834529644;0;15.8;1.458;-0.0697564737441253
4.0;0.0;-0.032958740609213756;0.035112494558311835;0.006178664389812145;0.020044998631478322;0.01901059626364985;0.001446962477203457;0.0039061977368756123;0;15.8;1.458;-0.0697564737441253
4.0;0.1849499250830106;-0.0456026981749174;0.00344418087110928;-0.009069755864910356;0.0205381887869001;0.019683932542786935;0.007140165218399687;0.007413020997238059;0;15.8;1.458;-0.0697564737441253
4.0;0.3979451823875918;-0.05283971422022905;-0.07091104164853393;-0.02748531032842847;0.019151313422459796;0.01883904074216344;0.0023825018341813737;0.00392770153915294;0;15.8;1.458;-0.0697564737441253
4.0;0.5591805217137277;-0.06295031132234943;-0.13349234818342193;-0.04754764756403179;0.017673360333891826;0.01715785057359473;0.00037713190075261877;0.0014313287356862289;0;15.8;1.458;-0.0697564737441253
4.0;0.7541766940784932;-0.08185666897078547;-0.17004835249928227;-0.06945792100771804;0.015539873023713178;0.015029592609732146;-0.003834135872619561;-0.0024560058679230774;0;15.8;1.458;-0.0697564737441253
6.0;0.0;-0.034550543872188914;0.05299980868819411;0.009359401031239816;0.02078562297079672;0.018939875606286218;0.001914893302888093;0.004976907061737087;0;15.8;1.458;-0.10452846326765347
8.0;0.0;-0.035967146488352655;0.07122695760441958;0.012927523357106502;0.02093497128771607;0.01915804928491845;0.002478594613577408;0.005778007184132707;0;15.8;1.458;-0.13917310096006544
10.0;-0.783369148871324;0.03664560299285495;0.4044498227036156;0.08784889643519574;0.017501589983725023;0.01701501663858231;0.025393894260025862;0.026174225297656634;0;15.8;1.458;-0.17364817766693033
10.0;-0.5566752921394904;0.021343473064534692;0.2978388541512439;0.07430959892067204;0.0199096842311384;0.01835677905083342;0.010042930182043035;0.012100288286719225;0;15.8;1.458;-0.17364817766693033
10.0;-0.3984215218490258;0.003252056373102795;0.23706497872993562;0.04392170692955373;0.0218638382001918;0.019331498612164374;0.010600287811303316;0.01303885144027707;0;15.8;1.458;-0.17364817766693033
10.0;-0.199792137089296;-0.014253492828920914;0.1628395623464446;0.02535597329516924;0.018667902013154023;0.017179922906158444;0.00927787752487925;0.008049348586346563;0;15.8;1.458;-0.17364817766693033
10.0;0.0;-0.03785639662017022;0.08601835618023011;0.01704742475862488;0.02104516857742301;0.019655925251770203;0.002676252915219929;0.006406915435856968;0;15.8;1.458;-0.17364817766693033
10.0;0.199792137089296;-0.05950805907139031;0.04079184379409087;0.00451960359336028;0.018667902013154023;0.017179922906158444;0.006869213738526702;0.004194591369047334;0;15.8;1.458;-0.17364817766693033
10.0;0.3984215218490258;-0.08119896652759129;0.009623599035682235;-0.02082240169123243;0.0218638382001918;0.019331498612164374;0.008208717292309117;0.009772006262955643;0;15.8;1.458;-0.17364817766693033
10.0;0.5566752921394904;-0.10013083352717055;-0.050900893308981746;-0.041559713467205266;0.0199096842311384;0.01835677905083342;0.004775529008869103;0.006473880282239654;0;15.8;1.458;-0.17364817766693033
10.0;0.783369148871324;-0.11286406768104403;-0.09565195510423584;-0.06455515662302229;0.017501589983725023;0.01701501663858231;0.0010569083585991882;0.00147497102770212;0;15.8;1.458;-0.17364817766693033
14.0;0.0;-0.042142805751122274;0.12269173477155088;0.023207470318369276;0.021623197293015352;0.020244921417686117;0.003636938263610166;0.008529143790766462;0;15.8;1.458;-0.24192189559966773
20.0;-0.8080622107335599;0.10063974386247498;0.6147745134487914;0.15726647198853075;0.028852674661168157;0.022274049119712678;0.027277630630394487;0.03604217069934319;0;15.8;1.458;-0.3420201433256687
20.0;-0.588503961300074;0.0633972819611438;0.48981031136402187;0.1154473565977478;0.02737595112346191;0.022471442240469347;0.01815702098203867;0.027220957335621312;0;15.8;1.458;-0.3420201433256687
20.0;-0.4001955204126244;0.022650530231643103;0.36098105677843595;0.07330634284209633;0.02547874873243712;0.02266993865749947;0.014330879680304916;0.020221438925603418;0;15.8;1.458;-0.3420201433256687
20.0;-0.1991432402333843;-0.013865896119300725;0.26381283057488164;0.05685128215656074;0.02462850383069678;0.022615473260382938;0.011627714541029016;0.01370496223739669;0;15.8;1.458;-0.3420201433256687
20.0;0.0;-0.04746435660010628;0.16345873369459912;0.03605014884275483;0.02417759547275659;0.021478341101654117;0.0042662537261683505;0.011445930420224657;0;15.8;1.458;-0.3420201433256687
20.0;0.1991432402333843;-0.0838201481890098;0.13591540997469476;0.03629615078846499;0.02462850383069678;0.022615473260382938;0.009814690102210158;0.009725488739074232;0;15.8;1.458;-0.3420201433256687
20.0;0.4001955204126244;-0.12196960335776932;0.11478932940699219;0.008836191047323253;0.02547874873243712;0.02266993865749947;0.01214696820414383;0.014153106782431275;0;15.8;1.458;-0.3420201433256687
20.0;0.588503961300074;-0.17187525429971717;0.12619455240356825;-0.002547785001925113;0.02737595112346191;0.022471442240469347;0.012343338926482119;0.0143837714909374;0;15.8;1.458;-0.3420201433256687
20.0;0.8080622107335599;-0.22434483923919296;0.13381969654609605;-0.029395816314071965;0.028852674661168157;0.022274049119712678;0.013488280867234744;0.01634925071545035;0;15.8;1.458;-0.3420201433256687
